epoch,loss,accuracy,pred,true,euclidean,cosine_similarity
6,3.0825865268707275,0.0,0,2,1.4142135623730951,0.0
6,3.0825865268707275,0.0,0,19,1.4142135623730951,0.0
6,3.0825865268707275,0.0,17,18,1.4142135623730951,0.0
6,3.0825865268707275,0.0,0,22,1.4142135623730951,0.0
6,3.0825865268707275,0.0,16,17,1.4142135623730951,0.0
6,3.0825865268707275,0.0,0,21,1.4142135623730951,0.0
6,3.0825865268707275,0.0,0,1,1.4142135623730951,0.0
6,3.0825865268707275,0.0,21,19,1.4142135623730951,0.0
6,3.0825865268707275,0.0,21,10,1.4142135623730951,0.0
6,3.0825865268707275,0.0,0,9,1.4142135623730951,0.0
6,3.0825865268707275,0.0,0,22,1.4142135623730951,0.0
7,3.062298536300659,0.0,0,2,1.4142135623730951,0.0
7,3.062298536300659,0.0,0,19,1.4142135623730951,0.0
7,3.062298536300659,0.0,17,18,1.4142135623730951,0.0
7,3.062298536300659,0.0,0,22,1.4142135623730951,0.0
7,3.062298536300659,0.0,16,17,1.4142135623730951,0.0
7,3.062298536300659,0.0,0,21,1.4142135623730951,0.0
7,3.062298536300659,0.0,0,1,1.4142135623730951,0.0
7,3.062298536300659,0.0,21,19,1.4142135623730951,0.0
7,3.062298536300659,0.0,21,10,1.4142135623730951,0.0
7,3.062298536300659,0.0,0,9,1.4142135623730951,0.0
7,3.062298536300659,0.0,0,22,1.4142135623730951,0.0
8,3.0426228046417236,0.0,0,2,1.4142135623730951,0.0
8,3.0426228046417236,0.0,0,19,1.4142135623730951,0.0
8,3.0426228046417236,0.0,21,18,1.4142135623730951,0.0
8,3.0426228046417236,0.0,0,22,1.4142135623730951,0.0
8,3.0426228046417236,0.0,16,17,1.4142135623730951,0.0
8,3.0426228046417236,0.0,0,21,1.4142135623730951,0.0
8,3.0426228046417236,0.0,0,1,1.4142135623730951,0.0
8,3.0426228046417236,0.0,21,19,1.4142135623730951,0.0
8,3.0426228046417236,0.0,21,10,1.4142135623730951,0.0
8,3.0426228046417236,0.0,0,9,1.4142135623730951,0.0
8,3.0426228046417236,0.0,0,22,1.4142135623730951,0.0
9,3.0231714248657227,0.0,0,2,1.4142135623730951,0.0
9,3.0231714248657227,0.0,0,19,1.4142135623730951,0.0
9,3.0231714248657227,0.0,21,18,1.4142135623730951,0.0
9,3.0231714248657227,0.0,0,22,1.4142135623730951,0.0
9,3.0231714248657227,0.0,18,17,1.4142135623730951,0.0
9,3.0231714248657227,0.0,0,21,1.4142135623730951,0.0
9,3.0231714248657227,0.0,0,1,1.4142135623730951,0.0
9,3.0231714248657227,0.0,21,19,1.4142135623730951,0.0
9,3.0231714248657227,0.0,0,10,1.4142135623730951,0.0
9,3.0231714248657227,0.0,0,9,1.4142135623730951,0.0
9,3.0231714248657227,0.0,0,22,1.4142135623730951,0.0
10,3.0042099952697754,0.0,0,2,1.4142135623730951,0.0
10,3.0042099952697754,0.0,0,19,1.4142135623730951,0.0
10,3.0042099952697754,0.0,14,18,1.4142135623730951,0.0
10,3.0042099952697754,0.0,0,22,1.4142135623730951,0.0
10,3.0042099952697754,0.0,18,17,1.4142135623730951,0.0
10,3.0042099952697754,0.0,0,21,1.4142135623730951,0.0
10,3.0042099952697754,0.0,0,1,1.4142135623730951,0.0
10,3.0042099952697754,0.0,23,19,1.4142135623730951,0.0
10,3.0042099952697754,0.0,0,10,1.4142135623730951,0.0
10,3.0042099952697754,0.0,0,9,1.4142135623730951,0.0
10,3.0042099952697754,0.0,0,22,1.4142135623730951,0.0
11,2.9853811264038086,0.0,0,2,1.4142135623730951,0.0
11,2.9853811264038086,0.0,0,19,1.4142135623730951,0.0
11,2.9853811264038086,0.0,14,18,1.4142135623730951,0.0
11,2.9853811264038086,0.0,0,22,1.4142135623730951,0.0
11,2.9853811264038086,0.0,18,17,1.4142135623730951,0.0
11,2.9853811264038086,0.0,0,21,1.4142135623730951,0.0
11,2.9853811264038086,0.0,0,1,1.4142135623730951,0.0
11,2.9853811264038086,0.0,23,19,1.4142135623730951,0.0
11,2.9853811264038086,0.0,0,10,1.4142135623730951,0.0
11,2.9853811264038086,0.0,0,9,1.4142135623730951,0.0
11,2.9853811264038086,0.0,0,22,1.4142135623730951,0.0
12,2.9667110443115234,0.0,0,2,1.4142135623730951,0.0
12,2.9667110443115234,0.0,0,19,1.4142135623730951,0.0
12,2.9667110443115234,0.0,14,18,1.4142135623730951,0.0
12,2.9667110443115234,0.0,0,22,1.4142135623730951,0.0
12,2.9667110443115234,0.0,18,17,1.4142135623730951,0.0
12,2.9667110443115234,0.0,0,21,1.4142135623730951,0.0
12,2.9667110443115234,0.0,0,1,1.4142135623730951,0.0
12,2.9667110443115234,0.0,23,19,1.4142135623730951,0.0
12,2.9667110443115234,0.0,0,10,1.4142135623730951,0.0
12,2.9667110443115234,0.0,0,9,1.4142135623730951,0.0
12,2.9667110443115234,0.0,0,22,1.4142135623730951,0.0
13,2.9483261108398438,0.0,0,2,1.4142135623730951,0.0
13,2.9483261108398438,0.0,0,19,1.4142135623730951,0.0
13,2.9483261108398438,0.0,14,18,1.4142135623730951,0.0
13,2.9483261108398438,0.0,0,22,1.4142135623730951,0.0
13,2.9483261108398438,0.0,18,17,1.4142135623730951,0.0
13,2.9483261108398438,0.0,0,21,1.4142135623730951,0.0
13,2.9483261108398438,0.0,0,1,1.4142135623730951,0.0
13,2.9483261108398438,0.0,23,19,1.4142135623730951,0.0
13,2.9483261108398438,0.0,0,10,1.4142135623730951,0.0
13,2.9483261108398438,0.0,0,9,1.4142135623730951,0.0
13,2.9483261108398438,0.0,0,22,1.4142135623730951,0.0
14,2.929955005645752,0.0,0,2,1.4142135623730951,0.0
14,2.929955005645752,0.0,0,19,1.4142135623730951,0.0
14,2.929955005645752,0.0,14,18,1.4142135623730951,0.0
14,2.929955005645752,0.0,0,22,1.4142135623730951,0.0
14,2.929955005645752,0.0,18,17,1.4142135623730951,0.0
14,2.929955005645752,0.0,0,21,1.4142135623730951,0.0
14,2.929955005645752,0.0,0,1,1.4142135623730951,0.0
14,2.929955005645752,0.0,23,19,1.4142135623730951,0.0
14,2.929955005645752,0.0,0,10,1.4142135623730951,0.0
14,2.929955005645752,0.0,0,9,1.4142135623730951,0.0
14,2.929955005645752,0.0,0,22,1.4142135623730951,0.0
15,2.9116594791412354,0.0,0,2,1.4142135623730951,0.0
15,2.9116594791412354,0.0,0,19,1.4142135623730951,0.0
15,2.9116594791412354,0.0,14,18,1.4142135623730951,0.0
15,2.9116594791412354,0.0,0,22,1.4142135623730951,0.0
15,2.9116594791412354,0.0,18,17,1.4142135623730951,0.0
15,2.9116594791412354,0.0,0,21,1.4142135623730951,0.0
15,2.9116594791412354,0.0,0,1,1.4142135623730951,0.0
15,2.9116594791412354,0.0,23,19,1.4142135623730951,0.0
15,2.9116594791412354,0.0,0,10,1.4142135623730951,0.0
15,2.9116594791412354,0.0,0,9,1.4142135623730951,0.0
15,2.9116594791412354,0.0,0,22,1.4142135623730951,0.0
16,2.893512487411499,0.0,0,2,1.4142135623730951,0.0
16,2.893512487411499,0.0,0,19,1.4142135623730951,0.0
16,2.893512487411499,0.0,14,18,1.4142135623730951,0.0
16,2.893512487411499,0.0,0,22,1.4142135623730951,0.0
16,2.893512487411499,0.0,18,17,1.4142135623730951,0.0
16,2.893512487411499,0.0,0,21,1.4142135623730951,0.0
16,2.893512487411499,0.0,0,1,1.4142135623730951,0.0
16,2.893512487411499,0.0,23,19,1.4142135623730951,0.0
16,2.893512487411499,0.0,0,10,1.4142135623730951,0.0
16,2.893512487411499,0.0,0,9,1.4142135623730951,0.0
16,2.893512487411499,0.0,0,22,1.4142135623730951,0.0
17,2.875006675720215,0.0,0,2,1.4142135623730951,0.0
17,2.875006675720215,0.0,0,19,1.4142135623730951,0.0
17,2.875006675720215,0.0,14,18,1.4142135623730951,0.0
17,2.875006675720215,0.0,0,22,1.4142135623730951,0.0
17,2.875006675720215,0.0,18,17,1.4142135623730951,0.0
17,2.875006675720215,0.0,0,21,1.4142135623730951,0.0
17,2.875006675720215,0.0,0,1,1.4142135623730951,0.0
17,2.875006675720215,0.0,23,19,1.4142135623730951,0.0
17,2.875006675720215,0.0,23,10,1.4142135623730951,0.0
17,2.875006675720215,0.0,0,9,1.4142135623730951,0.0
17,2.875006675720215,0.0,0,22,1.4142135623730951,0.0
18,2.8562066555023193,0.0,0,2,1.4142135623730951,0.0
18,2.8562066555023193,0.0,0,19,1.4142135623730951,0.0
18,2.8562066555023193,0.0,14,18,1.4142135623730951,0.0
18,2.8562066555023193,0.0,0,22,1.4142135623730951,0.0
18,2.8562066555023193,0.0,18,17,1.4142135623730951,0.0
18,2.8562066555023193,0.0,0,21,1.4142135623730951,0.0
18,2.8562066555023193,0.0,0,1,1.4142135623730951,0.0
18,2.8562066555023193,0.0,23,19,1.4142135623730951,0.0
18,2.8562066555023193,0.0,23,10,1.4142135623730951,0.0
18,2.8562066555023193,0.0,0,9,1.4142135623730951,0.0
18,2.8562066555023193,0.0,0,22,1.4142135623730951,0.0
19,2.8370418548583984,0.09090909090909091,0,2,1.4142135623730951,0.0
19,2.8370418548583984,0.09090909090909091,0,19,1.4142135623730951,0.0
19,2.8370418548583984,0.09090909090909091,18,18,0.0,1
19,2.8370418548583984,0.09090909090909091,0,22,1.4142135623730951,0.0
19,2.8370418548583984,0.09090909090909091,18,17,1.4142135623730951,0.0
19,2.8370418548583984,0.09090909090909091,0,21,1.4142135623730951,0.0
19,2.8370418548583984,0.09090909090909091,0,1,1.4142135623730951,0.0
19,2.8370418548583984,0.09090909090909091,23,19,1.4142135623730951,0.0
19,2.8370418548583984,0.09090909090909091,23,10,1.4142135623730951,0.0
19,2.8370418548583984,0.09090909090909091,0,9,1.4142135623730951,0.0
19,2.8370418548583984,0.09090909090909091,0,22,1.4142135623730951,0.0
20,2.8176064491271973,0.09090909090909091,0,2,1.4142135623730951,0.0
20,2.8176064491271973,0.09090909090909091,0,19,1.4142135623730951,0.0
20,2.8176064491271973,0.09090909090909091,18,18,0.0,1
20,2.8176064491271973,0.09090909090909091,0,22,1.4142135623730951,0.0
20,2.8176064491271973,0.09090909090909091,18,17,1.4142135623730951,0.0
20,2.8176064491271973,0.09090909090909091,0,21,1.4142135623730951,0.0
20,2.8176064491271973,0.09090909090909091,0,1,1.4142135623730951,0.0
20,2.8176064491271973,0.09090909090909091,23,19,1.4142135623730951,0.0
20,2.8176064491271973,0.09090909090909091,23,10,1.4142135623730951,0.0
20,2.8176064491271973,0.09090909090909091,0,9,1.4142135623730951,0.0
20,2.8176064491271973,0.09090909090909091,0,22,1.4142135623730951,0.0
21,2.7979955673217773,0.09090909090909091,0,2,1.4142135623730951,0.0
21,2.7979955673217773,0.09090909090909091,0,19,1.4142135623730951,0.0
21,2.7979955673217773,0.09090909090909091,18,18,0.0,1
21,2.7979955673217773,0.09090909090909091,0,22,1.4142135623730951,0.0
21,2.7979955673217773,0.09090909090909091,18,17,1.4142135623730951,0.0
21,2.7979955673217773,0.09090909090909091,0,21,1.4142135623730951,0.0
21,2.7979955673217773,0.09090909090909091,0,1,1.4142135623730951,0.0
21,2.7979955673217773,0.09090909090909091,23,19,1.4142135623730951,0.0
21,2.7979955673217773,0.09090909090909091,23,10,1.4142135623730951,0.0
21,2.7979955673217773,0.09090909090909091,0,9,1.4142135623730951,0.0
21,2.7979955673217773,0.09090909090909091,0,22,1.4142135623730951,0.0
22,2.778346300125122,0.09090909090909091,0,2,1.4142135623730951,0.0
22,2.778346300125122,0.09090909090909091,0,19,1.4142135623730951,0.0
22,2.778346300125122,0.09090909090909091,18,18,0.0,1
22,2.778346300125122,0.09090909090909091,0,22,1.4142135623730951,0.0
22,2.778346300125122,0.09090909090909091,18,17,1.4142135623730951,0.0
22,2.778346300125122,0.09090909090909091,0,21,1.4142135623730951,0.0
22,2.778346300125122,0.09090909090909091,0,1,1.4142135623730951,0.0
22,2.778346300125122,0.09090909090909091,23,19,1.4142135623730951,0.0
22,2.778346300125122,0.09090909090909091,23,10,1.4142135623730951,0.0
22,2.778346300125122,0.09090909090909091,0,9,1.4142135623730951,0.0
22,2.778346300125122,0.09090909090909091,0,22,1.4142135623730951,0.0
23,2.7583611011505127,0.09090909090909091,0,2,1.4142135623730951,0.0
23,2.7583611011505127,0.09090909090909091,0,19,1.4142135623730951,0.0
23,2.7583611011505127,0.09090909090909091,18,18,0.0,1
23,2.7583611011505127,0.09090909090909091,0,22,1.4142135623730951,0.0
23,2.7583611011505127,0.09090909090909091,18,17,1.4142135623730951,0.0
23,2.7583611011505127,0.09090909090909091,0,21,1.4142135623730951,0.0
23,2.7583611011505127,0.09090909090909091,0,1,1.4142135623730951,0.0
23,2.7583611011505127,0.09090909090909091,23,19,1.4142135623730951,0.0
23,2.7583611011505127,0.09090909090909091,23,10,1.4142135623730951,0.0
23,2.7583611011505127,0.09090909090909091,0,9,1.4142135623730951,0.0
23,2.7583611011505127,0.09090909090909091,0,22,1.4142135623730951,0.0
24,2.7381720542907715,0.09090909090909091,0,2,1.4142135623730951,0.0
24,2.7381720542907715,0.09090909090909091,0,19,1.4142135623730951,0.0
24,2.7381720542907715,0.09090909090909091,18,18,0.0,1
24,2.7381720542907715,0.09090909090909091,0,22,1.4142135623730951,0.0
24,2.7381720542907715,0.09090909090909091,18,17,1.4142135623730951,0.0
24,2.7381720542907715,0.09090909090909091,0,21,1.4142135623730951,0.0
24,2.7381720542907715,0.09090909090909091,0,1,1.4142135623730951,0.0
24,2.7381720542907715,0.09090909090909091,23,19,1.4142135623730951,0.0
24,2.7381720542907715,0.09090909090909091,23,10,1.4142135623730951,0.0
24,2.7381720542907715,0.09090909090909091,0,9,1.4142135623730951,0.0
24,2.7381720542907715,0.09090909090909091,0,22,1.4142135623730951,0.0
25,2.717754602432251,0.09090909090909091,0,2,1.4142135623730951,0.0
25,2.717754602432251,0.09090909090909091,0,19,1.4142135623730951,0.0
25,2.717754602432251,0.09090909090909091,18,18,0.0,1
25,2.717754602432251,0.09090909090909091,0,22,1.4142135623730951,0.0
25,2.717754602432251,0.09090909090909091,18,17,1.4142135623730951,0.0
25,2.717754602432251,0.09090909090909091,0,21,1.4142135623730951,0.0
25,2.717754602432251,0.09090909090909091,0,1,1.4142135623730951,0.0
25,2.717754602432251,0.09090909090909091,23,19,1.4142135623730951,0.0
25,2.717754602432251,0.09090909090909091,23,10,1.4142135623730951,0.0
25,2.717754602432251,0.09090909090909091,0,9,1.4142135623730951,0.0
25,2.717754602432251,0.09090909090909091,0,22,1.4142135623730951,0.0
26,2.697052478790283,0.09090909090909091,0,2,1.4142135623730951,0.0
26,2.697052478790283,0.09090909090909091,0,19,1.4142135623730951,0.0
26,2.697052478790283,0.09090909090909091,18,18,0.0,1
26,2.697052478790283,0.09090909090909091,0,22,1.4142135623730951,0.0
26,2.697052478790283,0.09090909090909091,18,17,1.4142135623730951,0.0
26,2.697052478790283,0.09090909090909091,0,21,1.4142135623730951,0.0
26,2.697052478790283,0.09090909090909091,0,1,1.4142135623730951,0.0
26,2.697052478790283,0.09090909090909091,23,19,1.4142135623730951,0.0
26,2.697052478790283,0.09090909090909091,23,10,1.4142135623730951,0.0
26,2.697052478790283,0.09090909090909091,0,9,1.4142135623730951,0.0
26,2.697052478790283,0.09090909090909091,0,22,1.4142135623730951,0.0
27,2.676253080368042,0.09090909090909091,0,2,1.4142135623730951,0.0
27,2.676253080368042,0.09090909090909091,0,19,1.4142135623730951,0.0
27,2.676253080368042,0.09090909090909091,18,18,0.0,1
27,2.676253080368042,0.09090909090909091,0,22,1.4142135623730951,0.0
27,2.676253080368042,0.09090909090909091,18,17,1.4142135623730951,0.0
27,2.676253080368042,0.09090909090909091,0,21,1.4142135623730951,0.0
27,2.676253080368042,0.09090909090909091,0,1,1.4142135623730951,0.0
27,2.676253080368042,0.09090909090909091,23,19,1.4142135623730951,0.0
27,2.676253080368042,0.09090909090909091,23,10,1.4142135623730951,0.0
27,2.676253080368042,0.09090909090909091,0,9,1.4142135623730951,0.0
27,2.676253080368042,0.09090909090909091,0,22,1.4142135623730951,0.0
28,2.655399799346924,0.09090909090909091,0,2,1.4142135623730951,0.0
28,2.655399799346924,0.09090909090909091,0,19,1.4142135623730951,0.0
28,2.655399799346924,0.09090909090909091,18,18,0.0,1
28,2.655399799346924,0.09090909090909091,0,22,1.4142135623730951,0.0
28,2.655399799346924,0.09090909090909091,18,17,1.4142135623730951,0.0
28,2.655399799346924,0.09090909090909091,0,21,1.4142135623730951,0.0
28,2.655399799346924,0.09090909090909091,0,1,1.4142135623730951,0.0
28,2.655399799346924,0.09090909090909091,23,19,1.4142135623730951,0.0
28,2.655399799346924,0.09090909090909091,23,10,1.4142135623730951,0.0
28,2.655399799346924,0.09090909090909091,0,9,1.4142135623730951,0.0
28,2.655399799346924,0.09090909090909091,0,22,1.4142135623730951,0.0
29,2.634298324584961,0.09090909090909091,0,2,1.4142135623730951,0.0
29,2.634298324584961,0.09090909090909091,0,19,1.4142135623730951,0.0
29,2.634298324584961,0.09090909090909091,18,18,0.0,1
29,2.634298324584961,0.09090909090909091,0,22,1.4142135623730951,0.0
29,2.634298324584961,0.09090909090909091,18,17,1.4142135623730951,0.0
29,2.634298324584961,0.09090909090909091,0,21,1.4142135623730951,0.0
29,2.634298324584961,0.09090909090909091,0,1,1.4142135623730951,0.0
29,2.634298324584961,0.09090909090909091,23,19,1.4142135623730951,0.0
29,2.634298324584961,0.09090909090909091,23,10,1.4142135623730951,0.0
29,2.634298324584961,0.09090909090909091,0,9,1.4142135623730951,0.0
29,2.634298324584961,0.09090909090909091,0,22,1.4142135623730951,0.0
30,2.612931728363037,0.09090909090909091,0,2,1.4142135623730951,0.0
30,2.612931728363037,0.09090909090909091,0,19,1.4142135623730951,0.0
30,2.612931728363037,0.09090909090909091,18,18,0.0,1
30,2.612931728363037,0.09090909090909091,0,22,1.4142135623730951,0.0
30,2.612931728363037,0.09090909090909091,18,17,1.4142135623730951,0.0
30,2.612931728363037,0.09090909090909091,0,21,1.4142135623730951,0.0
30,2.612931728363037,0.09090909090909091,0,1,1.4142135623730951,0.0
30,2.612931728363037,0.09090909090909091,23,19,1.4142135623730951,0.0
30,2.612931728363037,0.09090909090909091,23,10,1.4142135623730951,0.0
30,2.612931728363037,0.09090909090909091,0,9,1.4142135623730951,0.0
30,2.612931728363037,0.09090909090909091,0,22,1.4142135623730951,0.0
31,2.5913684368133545,0.09090909090909091,0,2,1.4142135623730951,0.0
31,2.5913684368133545,0.09090909090909091,0,19,1.4142135623730951,0.0
31,2.5913684368133545,0.09090909090909091,18,18,0.0,1
31,2.5913684368133545,0.09090909090909091,0,22,1.4142135623730951,0.0
31,2.5913684368133545,0.09090909090909091,18,17,1.4142135623730951,0.0
31,2.5913684368133545,0.09090909090909091,0,21,1.4142135623730951,0.0
31,2.5913684368133545,0.09090909090909091,0,1,1.4142135623730951,0.0
31,2.5913684368133545,0.09090909090909091,23,19,1.4142135623730951,0.0
31,2.5913684368133545,0.09090909090909091,23,10,1.4142135623730951,0.0
31,2.5913684368133545,0.09090909090909091,0,9,1.4142135623730951,0.0
31,2.5913684368133545,0.09090909090909091,0,22,1.4142135623730951,0.0
32,2.569507598876953,0.09090909090909091,0,2,1.4142135623730951,0.0
32,2.569507598876953,0.09090909090909091,0,19,1.4142135623730951,0.0
32,2.569507598876953,0.09090909090909091,18,18,0.0,1
32,2.569507598876953,0.09090909090909091,0,22,1.4142135623730951,0.0
32,2.569507598876953,0.09090909090909091,18,17,1.4142135623730951,0.0
32,2.569507598876953,0.09090909090909091,0,21,1.4142135623730951,0.0
32,2.569507598876953,0.09090909090909091,0,1,1.4142135623730951,0.0
32,2.569507598876953,0.09090909090909091,23,19,1.4142135623730951,0.0
32,2.569507598876953,0.09090909090909091,23,10,1.4142135623730951,0.0
32,2.569507598876953,0.09090909090909091,0,9,1.4142135623730951,0.0
32,2.569507598876953,0.09090909090909091,0,22,1.4142135623730951,0.0
33,2.5473623275756836,0.09090909090909091,0,2,1.4142135623730951,0.0
33,2.5473623275756836,0.09090909090909091,0,19,1.4142135623730951,0.0
33,2.5473623275756836,0.09090909090909091,18,18,0.0,1
33,2.5473623275756836,0.09090909090909091,0,22,1.4142135623730951,0.0
33,2.5473623275756836,0.09090909090909091,18,17,1.4142135623730951,0.0
33,2.5473623275756836,0.09090909090909091,0,21,1.4142135623730951,0.0
33,2.5473623275756836,0.09090909090909091,0,1,1.4142135623730951,0.0
33,2.5473623275756836,0.09090909090909091,4,19,1.4142135623730951,0.0
33,2.5473623275756836,0.09090909090909091,23,10,1.4142135623730951,0.0
33,2.5473623275756836,0.09090909090909091,0,9,1.4142135623730951,0.0
33,2.5473623275756836,0.09090909090909091,0,22,1.4142135623730951,0.0
34,2.5248818397521973,0.09090909090909091,0,2,1.4142135623730951,0.0
34,2.5248818397521973,0.09090909090909091,0,19,1.4142135623730951,0.0
34,2.5248818397521973,0.09090909090909091,18,18,0.0,1
34,2.5248818397521973,0.09090909090909091,0,22,1.4142135623730951,0.0
34,2.5248818397521973,0.09090909090909091,18,17,1.4142135623730951,0.0
34,2.5248818397521973,0.09090909090909091,0,21,1.4142135623730951,0.0
34,2.5248818397521973,0.09090909090909091,0,1,1.4142135623730951,0.0
34,2.5248818397521973,0.09090909090909091,4,19,1.4142135623730951,0.0
34,2.5248818397521973,0.09090909090909091,23,10,1.4142135623730951,0.0
34,2.5248818397521973,0.09090909090909091,0,9,1.4142135623730951,0.0
34,2.5248818397521973,0.09090909090909091,0,22,1.4142135623730951,0.0
35,2.5020196437835693,0.09090909090909091,0,2,1.4142135623730951,0.0
35,2.5020196437835693,0.09090909090909091,0,19,1.4142135623730951,0.0
35,2.5020196437835693,0.09090909090909091,18,18,0.0,1
35,2.5020196437835693,0.09090909090909091,0,22,1.4142135623730951,0.0
35,2.5020196437835693,0.09090909090909091,18,17,1.4142135623730951,0.0
35,2.5020196437835693,0.09090909090909091,0,21,1.4142135623730951,0.0
35,2.5020196437835693,0.09090909090909091,0,1,1.4142135623730951,0.0
35,2.5020196437835693,0.09090909090909091,4,19,1.4142135623730951,0.0
35,2.5020196437835693,0.09090909090909091,23,10,1.4142135623730951,0.0
35,2.5020196437835693,0.09090909090909091,0,9,1.4142135623730951,0.0
35,2.5020196437835693,0.09090909090909091,0,22,1.4142135623730951,0.0
36,2.4787468910217285,0.09090909090909091,0,2,1.4142135623730951,0.0
36,2.4787468910217285,0.09090909090909091,0,19,1.4142135623730951,0.0
36,2.4787468910217285,0.09090909090909091,18,18,0.0,1
36,2.4787468910217285,0.09090909090909091,0,22,1.4142135623730951,0.0
36,2.4787468910217285,0.09090909090909091,18,17,1.4142135623730951,0.0
36,2.4787468910217285,0.09090909090909091,0,21,1.4142135623730951,0.0
36,2.4787468910217285,0.09090909090909091,0,1,1.4142135623730951,0.0
36,2.4787468910217285,0.09090909090909091,4,19,1.4142135623730951,0.0
36,2.4787468910217285,0.09090909090909091,23,10,1.4142135623730951,0.0
36,2.4787468910217285,0.09090909090909091,0,9,1.4142135623730951,0.0
36,2.4787468910217285,0.09090909090909091,0,22,1.4142135623730951,0.0
