index,true_id,pred_id,euclidean_distance,cosine_similarity
0,1003,1003,0.0,1.0
1,3401,3402,2.5300631579732054,0.7751373109846262
2,3302,3302,0.0,0.9999999999999999
3,881,872,1.0037361954218855,0.9578321511407223
4,3301,3302,3.2089585408145562,0.8441083200203288
5,872,872,0.0,1.0
6,1002,1001,2.0303724343632705,0.9318226066930948
7,3401,3401,0.0,1.0
8,310,310,0.0,0.9999999999999998
9,3003,3002,0.5072050867252815,0.982760942427429
10,881,872,1.0037361954218855,0.9578321511407223
