epoch,loss,test_accuracy
0,3.278813123703003,0.1818181872367859
1,3.243760824203491,0.1818181872367859
2,3.2110865116119385,0.1818181872367859
3,3.1800811290740967,0.09090909361839294
4,3.1512255668640137,0.09090909361839294
5,3.1239712238311768,0.09090909361839294
6,3.0978682041168213,0.09090909361839294
7,3.0722098350524902,0.09090909361839294
8,3.0468080043792725,0.09090909361839294
9,3.021955966949463,0.09090909361839294
10,2.998030662536621,0.09090909361839294
11,2.9746930599212646,0.09090909361839294
12,2.951841115951538,0.09090909361839294
13,2.9287452697753906,0.09090909361839294
14,2.9059553146362305,0.09090909361839294
15,2.883307695388794,0.09090909361839294
16,2.8609933853149414,0.09090909361839294
17,2.838775396347046,0.09090909361839294
18,2.8163704872131348,0.09090909361839294
19,2.793827772140503,0.09090909361839294
20,2.771036148071289,0.09090909361839294
21,2.747708797454834,0.09090909361839294
22,2.724132537841797,0.09090909361839294
23,2.700511932373047,0.09090909361839294
24,2.6767783164978027,0.09090909361839294
25,2.652700662612915,0.09090909361839294
26,2.6285340785980225,0.09090909361839294
27,2.604062080383301,0.09090909361839294
28,2.579451084136963,0.09090909361839294
29,2.5548095703125,0.09090909361839294
30,2.5298798084259033,0.09090909361839294
31,2.504452705383301,0.09090909361839294
32,2.4789233207702637,0.09090909361839294
33,2.4530234336853027,0.09090909361839294
34,2.4267971515655518,0.09090909361839294
35,2.4003937244415283,0.09090909361839294
36,2.373687505722046,0.09090909361839294
37,2.346809148788452,0.09090909361839294
38,2.319988489151001,0.09090909361839294
39,2.293063163757324,0.09090909361839294
40,2.2662620544433594,0.09090909361839294
41,2.2395009994506836,0.09090909361839294
42,2.2125093936920166,0.09090909361839294
43,2.1855530738830566,0.09090909361839294
44,2.159128189086914,0.1818181872367859
45,2.132769823074341,0.1818181872367859
46,2.1067895889282227,0.1818181872367859
47,2.080850124359131,0.1818181872367859
48,2.054765462875366,0.1818181872367859
49,2.0286731719970703,0.1818181872367859
50,2.0030500888824463,0.1818181872367859
51,1.977603793144226,0.1818181872367859
52,1.9525247812271118,0.1818181872367859
53,1.927599549293518,0.1818181872367859
54,1.9028433561325073,0.1818181872367859
55,1.878227710723877,0.1818181872367859
56,1.853937029838562,0.1818181872367859
57,1.829938530921936,0.1818181872367859
58,1.8060863018035889,0.1818181872367859
59,1.782377004623413,0.1818181872367859
60,1.7592130899429321,0.1818181872367859
61,1.7363325357437134,0.1818181872367859
62,1.7136176824569702,0.1818181872367859
63,1.6912758350372314,0.1818181872367859
64,1.6694154739379883,0.1818181872367859
65,1.6480485200881958,0.1818181872367859
66,1.6268367767333984,0.1818181872367859
67,1.6057237386703491,0.1818181872367859
68,1.5848276615142822,0.1818181872367859
69,1.5642327070236206,0.1818181872367859
70,1.5438977479934692,0.1818181872367859
71,1.5238198041915894,0.1818181872367859
72,1.5039539337158203,0.1818181872367859
73,1.4844690561294556,0.1818181872367859
74,1.4652541875839233,0.1818181872367859
75,1.4463515281677246,0.1818181872367859
76,1.4277071952819824,0.1818181872367859
77,1.4093434810638428,0.1818181872367859
78,1.3913307189941406,0.1818181872367859
79,1.3736238479614258,0.1818181872367859
80,1.3562599420547485,0.1818181872367859
81,1.3391833305358887,0.1818181872367859
82,1.322312831878662,0.1818181872367859
83,1.305638074874878,0.1818181872367859
84,1.289258599281311,0.1818181872367859
85,1.2731564044952393,0.1818181872367859
86,1.257367730140686,0.1818181872367859
87,1.2418980598449707,0.1818181872367859
88,1.2266250848770142,0.1818181872367859
89,1.2116810083389282,0.1818181872367859
90,1.1970536708831787,0.1818181872367859
91,1.1827306747436523,0.1818181872367859
92,1.168699026107788,0.1818181872367859
93,1.1548800468444824,0.1818181872367859
94,1.141309380531311,0.1818181872367859
95,1.1280772686004639,0.1818181872367859
96,1.1151268482208252,0.1818181872367859
97,1.1023696660995483,0.1818181872367859
98,1.0899174213409424,0.1818181872367859
99,1.0775361061096191,0.1818181872367859
100,1.0653330087661743,0.1818181872367859
101,1.0534162521362305,0.1818181872367859
102,1.0417141914367676,0.1818181872367859
103,1.030267357826233,0.1818181872367859
104,1.0190984010696411,0.1818181872367859
105,1.0080901384353638,0.1818181872367859
106,0.99724942445755,0.1818181872367859
107,0.9865068197250366,0.1818181872367859
108,0.9762542843818665,0.1818181872367859
109,0.9658809900283813,0.1818181872367859
110,0.9558908343315125,0.1818181872367859
111,0.9461122751235962,0.1818181872367859
112,0.9363359212875366,0.1818181872367859
113,0.9267593026161194,0.1818181872367859
114,0.9174817204475403,0.1818181872367859
115,0.9082479476928711,0.1818181872367859
116,0.8991143703460693,0.1818181872367859
117,0.8901121616363525,0.1818181872367859
118,0.881226658821106,0.1818181872367859
119,0.8725053668022156,0.1818181872367859
120,0.8638496994972229,0.1818181872367859
121,0.8554180860519409,0.1818181872367859
122,0.8470338582992554,0.1818181872367859
123,0.8387331366539001,0.1818181872367859
124,0.8306419849395752,0.1818181872367859
125,0.8225958347320557,0.1818181872367859
126,0.8145728707313538,0.1818181872367859
127,0.8068153262138367,0.1818181872367859
128,0.7990856766700745,0.1818181872367859
129,0.7914308309555054,0.1818181872367859
130,0.7840677499771118,0.1818181872367859
131,0.7766317129135132,0.1818181872367859
132,0.7691493630409241,0.1818181872367859
133,0.7619898319244385,0.1818181872367859
134,0.7549219131469727,0.1818181872367859
135,0.7479462623596191,0.1818181872367859
136,0.7408800721168518,0.1818181872367859
137,0.7338514924049377,0.1818181872367859
138,0.7271353602409363,0.1818181872367859
139,0.7203527688980103,0.1818181872367859
140,0.7136595249176025,0.1818181872367859
141,0.7069875001907349,0.1818181872367859
142,0.7007953524589539,0.1818181872367859
143,0.6943932175636292,0.1818181872367859
144,0.6877233386039734,0.1818181872367859
145,0.6816376447677612,0.1818181872367859
146,0.6755882501602173,0.1818181872367859
147,0.6693457961082458,0.1818181872367859
148,0.6630502343177795,0.1818181872367859
149,0.6570938229560852,0.1818181872367859
150,0.6514706015586853,0.1818181872367859
151,0.6455459594726562,0.1818181872367859
152,0.6394593715667725,0.27272728085517883
153,0.6336572170257568,0.27272728085517883
154,0.6280623078346252,0.27272728085517883
155,0.6223978400230408,0.27272728085517883
156,0.6167709231376648,0.27272728085517883
157,0.6113188862800598,0.27272728085517883
158,0.6059181690216064,0.27272728085517883
159,0.600437343120575,0.27272728085517883
160,0.5953714847564697,0.27272728085517883
161,0.5901199579238892,0.27272728085517883
162,0.5847836136817932,0.27272728085517883
163,0.5796729922294617,0.27272728085517883
164,0.574663519859314,0.27272728085517883
165,0.569517195224762,0.27272728085517883
166,0.5646241903305054,0.27272728085517883
167,0.5597968101501465,0.27272728085517883
