epoch,loss,accuracy,pred,true,euclidean,cosine_similarity
10000,7.596117370667343e-07,0.36363636363636365,0,2,1.4142135623730951,0.0
10000,7.596117370667343e-07,0.36363636363636365,20,19,1.4142135623730951,0.0
10000,7.596117370667343e-07,0.36363636363636365,18,18,0.0,1
10000,7.596117370667343e-07,0.36363636363636365,9,22,1.4142135623730951,0.0
10000,7.596117370667343e-07,0.36363636363636365,18,17,1.4142135623730951,0.0
10000,7.596117370667343e-07,0.36363636363636365,21,21,0.0,1
10000,7.596117370667343e-07,0.36363636363636365,0,1,1.4142135623730951,0.0
10000,7.596117370667343e-07,0.36363636363636365,19,19,0.0,1
10000,7.596117370667343e-07,0.36363636363636365,10,10,0.0,1
10000,7.596117370667343e-07,0.36363636363636365,8,9,1.4142135623730951,0.0
10000,7.596117370667343e-07,0.36363636363636365,9,22,1.4142135623730951,0.0
