epoch,loss,accuracy,pred,true,euclidean,cosine_similarity
1000,0.002779710339382291,0.45454545454545453,2,2,0.0,1
1000,0.002779710339382291,0.45454545454545453,20,19,1.4142135623730951,0.0
1000,0.002779710339382291,0.45454545454545453,18,18,0.0,1
1000,0.002779710339382291,0.45454545454545453,20,22,1.4142135623730951,0.0
1000,0.002779710339382291,0.45454545454545453,18,17,1.4142135623730951,0.0
1000,0.002779710339382291,0.45454545454545453,21,21,0.0,1
1000,0.002779710339382291,0.45454545454545453,2,1,1.4142135623730951,0.0
1000,0.002779710339382291,0.45454545454545453,19,19,0.0,1
1000,0.002779710339382291,0.45454545454545453,10,10,0.0,1
1000,0.002779710339382291,0.45454545454545453,8,9,1.4142135623730951,0.0
1000,0.002779710339382291,0.45454545454545453,20,22,1.4142135623730951,0.0
