epoch,loss,accuracy,pred,true,euclidean,cosine_similarity
5000,2.9809845727868378e-05,0.45454545454545453,2,2,0.0,1
5000,2.9809845727868378e-05,0.45454545454545453,20,19,1.4142135623730951,0.0
5000,2.9809845727868378e-05,0.45454545454545453,18,18,0.0,1
5000,2.9809845727868378e-05,0.45454545454545453,20,22,1.4142135623730951,0.0
5000,2.9809845727868378e-05,0.45454545454545453,12,17,1.4142135623730951,0.0
5000,2.9809845727868378e-05,0.45454545454545453,21,21,0.0,1
5000,2.9809845727868378e-05,0.45454545454545453,0,1,1.4142135623730951,0.0
5000,2.9809845727868378e-05,0.45454545454545453,19,19,0.0,1
5000,2.9809845727868378e-05,0.45454545454545453,10,10,0.0,1
5000,2.9809845727868378e-05,0.45454545454545453,8,9,1.4142135623730951,0.0
5000,2.9809845727868378e-05,0.45454545454545453,20,22,1.4142135623730951,0.0
