epoch,loss,accuracy,pred,true,euclidean,cosine_similarity
9000,3.1826023132452974e-06,0.45454545454545453,2,2,0.0,1
9000,3.1826023132452974e-06,0.45454545454545453,20,19,1.4142135623730951,0.0
9000,3.1826023132452974e-06,0.45454545454545453,18,18,0.0,1
9000,3.1826023132452974e-06,0.45454545454545453,9,22,1.4142135623730951,0.0
9000,3.1826023132452974e-06,0.45454545454545453,17,17,0.0,1
9000,3.1826023132452974e-06,0.45454545454545453,21,21,0.0,1
9000,3.1826023132452974e-06,0.45454545454545453,2,1,1.4142135623730951,0.0
9000,3.1826023132452974e-06,0.45454545454545453,19,19,0.0,1
9000,3.1826023132452974e-06,0.45454545454545453,3,10,1.4142135623730951,0.0
9000,3.1826023132452974e-06,0.45454545454545453,8,9,1.4142135623730951,0.0
9000,3.1826023132452974e-06,0.45454545454545453,9,22,1.4142135623730951,0.0
