epoch,loss,accuracy,pred,true,euclidean,cosine_similarity
4000,0.00011240919411648065,0.2727272727272727,2,2,0.0,1
4000,0.00011240919411648065,0.2727272727272727,21,19,1.4142135623730951,0.0
4000,0.00011240919411648065,0.2727272727272727,18,18,0.0,1
4000,0.00011240919411648065,0.2727272727272727,21,22,1.4142135623730951,0.0
4000,0.00011240919411648065,0.2727272727272727,12,17,1.4142135623730951,0.0
4000,0.00011240919411648065,0.2727272727272727,21,21,0.0,1
4000,0.00011240919411648065,0.2727272727272727,0,1,1.4142135623730951,0.0
4000,0.00011240919411648065,0.2727272727272727,3,19,1.4142135623730951,0.0
4000,0.00011240919411648065,0.2727272727272727,3,10,1.4142135623730951,0.0
4000,0.00011240919411648065,0.2727272727272727,8,9,1.4142135623730951,0.0
4000,0.00011240919411648065,0.2727272727272727,21,22,1.4142135623730951,0.0
