epoch,loss,accuracy,pred,true,euclidean,cosine_similarity
1000,0.008404413238167763,0.2727272727272727,2,2,0.0,1
1000,0.008404413238167763,0.2727272727272727,20,19,1.4142135623730951,0.0
1000,0.008404413238167763,0.2727272727272727,18,18,0.0,1
1000,0.008404413238167763,0.2727272727272727,9,22,1.4142135623730951,0.0
1000,0.008404413238167763,0.2727272727272727,12,17,1.4142135623730951,0.0
1000,0.008404413238167763,0.2727272727272727,21,21,0.0,1
1000,0.008404413238167763,0.2727272727272727,2,1,1.4142135623730951,0.0
1000,0.008404413238167763,0.2727272727272727,4,19,1.4142135623730951,0.0
1000,0.008404413238167763,0.2727272727272727,3,10,1.4142135623730951,0.0
1000,0.008404413238167763,0.2727272727272727,8,9,1.4142135623730951,0.0
1000,0.008404413238167763,0.2727272727272727,9,22,1.4142135623730951,0.0
