epoch,loss,accuracy,pred,true,euclidean,cosine_similarity
7000,1.1607542546698824e-05,0.36363636363636365,0,2,1.4142135623730951,0.0
7000,1.1607542546698824e-05,0.36363636363636365,20,19,1.4142135623730951,0.0
7000,1.1607542546698824e-05,0.36363636363636365,18,18,0.0,1
7000,1.1607542546698824e-05,0.36363636363636365,0,22,1.4142135623730951,0.0
7000,1.1607542546698824e-05,0.36363636363636365,12,17,1.4142135623730951,0.0
7000,1.1607542546698824e-05,0.36363636363636365,21,21,0.0,1
7000,1.1607542546698824e-05,0.36363636363636365,2,1,1.4142135623730951,0.0
7000,1.1607542546698824e-05,0.36363636363636365,19,19,0.0,1
7000,1.1607542546698824e-05,0.36363636363636365,10,10,0.0,1
7000,1.1607542546698824e-05,0.36363636363636365,8,9,1.4142135623730951,0.0
7000,1.1607542546698824e-05,0.36363636363636365,0,22,1.4142135623730951,0.0
