epoch,loss,accuracy,pred,true,euclidean,cosine_similarity
12000,7.568397109025682e-07,0.2727272727272727,2,2,0.0,1
12000,7.568397109025682e-07,0.2727272727272727,20,19,1.4142135623730951,0.0
12000,7.568397109025682e-07,0.2727272727272727,18,18,0.0,1
12000,7.568397109025682e-07,0.2727272727272727,21,22,1.4142135623730951,0.0
12000,7.568397109025682e-07,0.2727272727272727,12,17,1.4142135623730951,0.0
12000,7.568397109025682e-07,0.2727272727272727,21,21,0.0,1
12000,7.568397109025682e-07,0.2727272727272727,8,1,1.4142135623730951,0.0
12000,7.568397109025682e-07,0.2727272727272727,3,19,1.4142135623730951,0.0
12000,7.568397109025682e-07,0.2727272727272727,3,10,1.4142135623730951,0.0
12000,7.568397109025682e-07,0.2727272727272727,8,9,1.4142135623730951,0.0
12000,7.568397109025682e-07,0.2727272727272727,21,22,1.4142135623730951,0.0
